5.25 60 6 51.153846153846175 0.056475777798760916 38.942506089380636 0.07760616358627725 0.008014483946356012 1.9847444682274566E-5 2.8397436115384624 0.010751473384420295
10.5 60 6 34.4551282051282 0.04845047187440049 25.973083327039358 0.052199184162449654 0.005348615353225925 1.1794825481188156E-5 3.419871796153847 0.007021718245287778
15.75 60 6 25.12820512820512 0.05062073595487085 18.03677111170509 0.04789609709289113 0.0039062310525843835 1.025120674873787E-5 3.9123931846153854 0.006805312566956597
21.0 60 6 19.775641025641033 0.042995334441017406 13.755502765588403 0.03513739744116332 0.003064125537654423 8.246857354730977E-6 4.397435917307694 0.005909790813951259
26.25 60 6 15.608974358974367 0.040959231105512306 10.941338159431435 0.03893962750857996 0.002422396012484586 7.534912239672166E-6 4.616666688461538 0.004662773370918575
31.5 60 6 12.596153846153848 0.035417754363156084 8.630465552055474 0.028637940221067477 0.0019725555545509897 6.925370397351407E-6 5.106837638461539 0.005303968206767912
36.75 60 6 10.641025641025635 0.03714631588320619 7.0191801545903445 0.027514636810052003 0.0016552113557560398 6.796141209750814E-6 5.331501853846155 0.004330214097029591
42.0 60 6 9.038461538461538 0.028931497683068602 5.896353987191491 0.021524288718102455 0.0014099784581474786 5.1276891785091485E-6 5.632211546153849 0.004116461035188635
52.5 60 6 6.41025641025641 0.027808989696774176 4.302659778769656 0.021193068695136454 0.0010054160403876796 4.924985015153596E-6 6.019871805769229 0.004592478352684472
63.0 60 6 4.903846153846154 0.026837087955678587 3.116509716915448 0.020325463156703017 7.68455707591751E-4 4.520013216624969E-6 6.377670909615387 0.004755494775017624
73.5 60 6 3.525641025641028 0.022085170739682324 2.2468663409334475 0.01606886527459038 5.523489200899347E-4 3.7390092207129113E-6 6.739926867307693 0.0034204494110153683
78.75 60 6 2.8525641025641044 0.020500296657624848 1.6325904044352493 0.01229735425699145 4.430225446139458E-4 3.3375966194970755E-6 6.84786325 0.003821363148369633
84.0 60 6 2.916666666666667 0.019302749903735317 1.7729129055556916 0.013379278692717522 4.5621620890835184E-4 3.1207053623035324E-6 7.0036057480769225 0.0038018846280595377
